resource_id,resource_type,title,creator,year,disciplines,technique_tags,skill_level_min,skill_level_max,is_free,price_usd,url,isbn,language,country,description,date_added,last_verified
YT-011,youtube,EpicTV Climbing Daily,EpicTV Climbing Daily,,all|trad,footwork|crack_climbing|strength|mental_game|route_reading,beginner,advanced,True,Free,https://youtube.com/@dailyclimbing,,en,USA,[website: epictv.com] [subscribers: ~295k] Previously hosted all Gresham Masterclass content; now curates technique shorts,2026-05-07,2026-05-07
YT-012,youtube,Power Company Climbing,Power Company Climbing,,bouldering|sport,footwork|heel_hooks|toe_hooks|drop_knee|flagging|hip_rotation|crimp_grip|slopers|pinches|dynamic_movement|route_reading|slab|overhang|strength|periodization,intermediate,advanced,True,Free,https://youtube.com/@PowerCompanyClimbing,,en,USA,[website: powercompanyclimbing.com] [subscribers: ~35k] Kris Hampton's channel; fewer videos but very high-quality technique analysis,2026-05-07,2026-05-07
YT-013,youtube,Mani the Monkey (Manuel Hassler),Mani the Monkey (Manuel Hassler),,bouldering|sport,strength|finger_training|crimp_grip|overhang|periodization,advanced,elite,True,Free,https://youtube.com/@maniclimbs,,en,USA,[website: maniclimbs.com] [subscribers: ~135k] Very high-end; videos show elite-level movement; useful for aspiring hard climbers,2026-05-07,2026-05-07
YT-014,youtube,Dave MacLeod,Dave MacLeod,,trad|bouldering|sport,footwork|heel_hooks|toe_hooks|drop_knee|flagging|hip_rotation|crimp_grip|slopers|pinches|underclings|crack_climbing|dynamic_movement|route_reading|slab|overhang|mental_game|lead_falling|strength|finger_training|injury_rehab|periodization,intermediate,advanced,True,Free,https://youtube.com/@davemacleodclimbing,,en,UK,[website: davemacleod.com] [subscribers: ~50k+] Scientific approach; world-class climber (Rhapsody E11 FA); blog+video ecosystem,2026-05-07,2026-05-07
YT-015,youtube,Eric Hörst — Training4Climbing,Eric Hörst — Training4Climbing,,sport|bouldering|trad,strength,beginner,advanced,True,Free,https://youtube.com/@training4climbing,,en,USA,[website: trainingforclimbing.com] [subscribers: <30k (authority > size)] Pioneer of structured climbing training; 35+ years coaching; strong article library,2026-05-07,2026-05-07
YT-016,youtube,Alex Megos,Alex Megos,,sport|bouldering,strength|finger_training|crimp_grip|overhang|route_reading|periodization,advanced,elite,True,Free,https://youtube.com/@AlexMegos,,en,USA,[website: alexmegos.de] [subscribers: ~65k] One of the strongest climbers alive; technique visible in first-ascent breakdowns,2026-05-07,2026-05-07
YT-017,youtube,The Climbing Nomads,The Climbing Nomads,,trad,crack_climbing|gear_placement|anchors|route_reading,beginner,intermediate,True,Free,https://youtube.com/@theclimbingnomads,,en,USA,[website: youtube.com/@theclimbingnomads] [subscribers: ~80k+] Adventure-focused; good intro for aspiring trad climbers; location variety,2026-05-07,2026-05-07
YT-018,youtube,Sender Films (Rock Trip / El Cap),Sender Films (Rock Trip / El Cap),,trad|sport|all,mental_game|route_reading|overhang|strength,beginner,elite,True,Free,https://youtube.com/@senderfilms,,en,USA,[website: senderfilms.com] [subscribers: ~110k] Documentary-style; not instructional but shows world-class technique in context,2026-05-07,2026-05-07
YT-019,youtube,Pete Whittaker Climbing,Pete Whittaker Climbing,,trad|all|sport,crack_climbing|offwidth|gear_placement|finger_training|mental_game,intermediate,advanced,True,Free,https://youtube.com/@PeteWhittakerClimbing,,en,USA,[website: petewhittaker.com] [subscribers: ~30k+] Paired with Wide Boyz channel; more technical and gear-focused solo content,2026-05-07,2026-05-07
YT-020,youtube,Hazel Findlay Climbing,Hazel Findlay Climbing,,trad|sport|bouldering,mental_game,intermediate,advanced,True,Free,https://youtube.com/@HazelFindlay,,en,USA,[website: hazel-findlay.com] [subscribers: ~30k+] MSc Psychology; E9/9a; one of the most credible voices on climbing psychology,2026-05-07,2026-05-07
YT-021,youtube,Charlie Boscoe,Charlie Boscoe,,bouldering|sport,footwork|heel_hooks|hip_rotation|overhang|route_reading,intermediate,advanced,True,Free,https://youtube.com/@charlieboscoe,,en,USA,[website: youtube.com/@charlieboscoe] [subscribers: ~50k+] UK-based; excellent footage of technique on natural rock,2026-05-07,2026-05-07
YT-022,youtube,Brendan Leonard / Semi-Rad,Brendan Leonard / Semi-Rad,,trad|sport|bouldering,mental_game|lead_falling|route_reading,beginner,intermediate,True,Free,https://youtube.com/semiradblog,,en,USA,[website: semi-rad.com] [subscribers: ~15k] Excellent written blog; video content is accessible/funny/authentic for newer climbers,2026-05-07,2026-05-07
YT-023,youtube,Friction Labs Climbing,Friction Labs Climbing,,bouldering|sport,crimp_grip|slopers|pinches|strength|footwork,intermediate,advanced,True,Free,https://youtube.com/@frictionlabsclimbing,,en,USA,[website: frictionlabs.com] [subscribers: ~20k] Chalk brand but produces high-quality technique tutorials featuring top athletes,2026-05-07,2026-05-07
YT-024,youtube,So iLL Climbing,So iLL Climbing,,bouldering|sport,footwork|hip_rotation|crimp_grip|overhang,beginner,intermediate,True,Free,https://youtube.com/@soILLclimbing,,en,USA,[website: soillclimbs.com] [subscribers: ~25k] Gear brand channel; solid how-to library for gym climbers,2026-05-07,2026-05-07
YT-025,youtube,REI Co-op — Rock Climbing,REI Co-op — Rock Climbing,,top_rope|sport|trad,footwork|hip_rotation|anchors|gear_placement,beginner,beginner,True,Free,https://youtube.com/user/REI,,en,USA,[website: rei.com/learn/expert-advice/rock-climbing] [subscribers: >500k (broad channel)] REI's expert-advice section; not deep but very good for absolute beginners,2026-05-07,2026-05-07
